d.kode_rs,d.nama_rs,d.nama_prop,d.kelas,d.pemilik,d.akreditasi
3314012,RS Umum Daerah dr. Soehadi Prijonegoro,JAWA TENGAH,B,Pemkab,Tingkat Paripurna
3313033,RS Umum PKU Muhammadiyah Karang Anyar,JAWA TENGAH,C,Organisasi Islam ,Tingkat Paripurna
3313022,RS Umum Lanuma Adisumarmo,JAWA TENGAH,D,TNI AU,Tingkat Paripurna
3313011, RS Umum Daerah Karanganyar,JAWA TENGAH,C,Pemkab,Tingkat Paripurna
3312306,RS Umum  Amal Sehat,JAWA TENGAH,C,SWASTA/ LAINNYA,Tingkat Paripurna
3312295,RS Umum Medika Mulya,JAWA TENGAH,C,SWASTA/ LAINNYA,Lulus Perdana
3312284,RS Umum Muhammadiyah Selogiri,JAWA TENGAH,D,Organisasi Islam ,Tingkat Paripurna
3312273, RS Umum Marga Husada,JAWA TENGAH,D,SWASTA/ LAINNYA,Lulus Perdana
3312010, RS Umum Daerah Dr. Soediran Mangun Sumarso Wonogi,JAWA TENGAH,B,Pemkab,Tingkat Madya
3311224,RS Umum Dr. Oen Solo Baru,JAWA TENGAH,C,Organisasi Sosial,Tingkat Paripurna
3311213, RS Umum Nirmala Suri,JAWA TENGAH,D,Organisasi Sosial,Tingkat Paripurna
3311016,RS Umum Daerah Ir. Soekarno Kabupaten Sukoharjo,JAWA TENGAH,B,Pemkab,Tingkat Paripurna
3310405, RS Khusus Bedah Diponegoro,JAWA TENGAH,C,Organisasi Sosial,Tingkat Paripurna
3310395,RS Umum Cakra Husada,JAWA TENGAH,D,Organisasi Sosial,Tingkat Paripurna
3310384,RS Umum Islam Klaten,JAWA TENGAH,B,Organisasi Islam ,Tingkat Paripurna
3310052, RS Ibu dan Anak Aisyiah,JAWA TENGAH,C,Organisasi Islam ,Lulus Perdana
3310026,RS Jiwa Daerah Dr. RM. Soedjarwadi,JAWA TENGAH,A,Pemprop,Tingkat Paripurna
3310015,RS Umum Pusat Dr. Soeradji Tirtonegoro,JAWA TENGAH,A,Kemkes ,Tingkat Paripurna
3309107, RS Umum Daerah Simo,JAWA TENGAH,D,Pemkab,Lulus Perdana
3309096, RS Umum Daerah Waras Wiris,JAWA TENGAH,D,Pemkab,Lulus Perdana
3309085,RS Umum  Karanggede Sisma Medika,JAWA TENGAH,D,SWASTA/ LAINNYA,Lulus Perdana
3309074,RS Umum Umi Barokah,JAWA TENGAH,D,Organisasi Sosial,Tingkat Madya
3309063,RS Umum PKU Aisyiyah Boyolali,JAWA TENGAH,D,Organisasi Islam ,Tingkat Paripurna
3309041,RS Umum Dr. Oen Sawit,JAWA TENGAH,D,Organisasi Sosial,Lulus Perdana
3309015,RS Umum Daerah Pandan Arang Boyolali,JAWA TENGAH,C,Pemkab,Tingkat Paripurna
3308014,RS Umum Daerah Muntilan Kab. Magelang,JAWA TENGAH,C,Pemkab,Tingkat Madya
3307050,RS Umum Islam Wonosobo,JAWA TENGAH,C,Organisasi Islam ,Tingkat Utama
3307013,RS Umum Setjonegoro Wonosobo,JAWA TENGAH,C,Pemkab,Tingkat Paripurna
3306104,RS Umum Palang Biru Kutoarjo,JAWA TENGAH,C,Organisasi Sosial,Tingkat Utama
3306082,RS Umum Panti Waluyo Yakkum Purworejo,JAWA TENGAH,D,Organisasi Sosial,Tingkat Utama
3306012,RS Umum Daerah Dr. Tjitrowardojo Purworejo,JAWA TENGAH,B,Pemkab,Tingkat Paripurna
3305103,RS Umum PKU Muhammadiyah Sruweng,JAWA TENGAH,C,Organisasi Islam ,Tingkat Paripurna
3305092,RS Umum Purbowangi,JAWA TENGAH,D,Organisasi Sosial,Tingkat Paripurna
3305081, RS Umum Wijayakusuma,JAWA TENGAH,D,Organisasi Sosial,Tingkat Madya
3305066, RS Umum PKU Muhamadiyah Gombong,JAWA TENGAH,C,Organisasi Islam ,Tingkat Paripurna
3305033,RS Umum Palang Biru Gombong,JAWA TENGAH,D,Organisasi Sosial,Tingkat Utama
3305011,RS Umum Daerah dr. Soedirman Kabupaten Kebumen,JAWA TENGAH,C,Pemkab,Tingkat Paripurna
3304021, RS Umum Emmanuel,JAWA TENGAH,C,Organisasi Protestan,Tingkat Paripurna
3304010,RS Umum Daerah Hj. Anna Lasmanah Banjarnegara,JAWA TENGAH,C,Pemkab,Tingkat Paripurna
3303075, RS Umum Harapan Ibu,JAWA TENGAH,C,Organisasi Sosial,Tingkat Paripurna
3303064,RS Umum Nirmala,JAWA TENGAH,C,Organisasi Sosial,Tingkat Utama
3303016, RS Umum Daerah dr. R. Goeteng Taroenadibrata,JAWA TENGAH,C,Pemkab,Tingkat Paripurna
3302224,RS Umum Siaga Medika Banyumas,JAWA TENGAH,C,Organisasi Sosial,Tingkat Paripurna
3302213,RS Umum Wiradadi Husada,JAWA TENGAH,C,Organisasi Sosial,Tingkat Paripurna
3302191, RS Umum Daerah Ajibarang,JAWA TENGAH,C,Pemkab,Tingkat Paripurna
3302180,RS Umum Sinar Kasih,JAWA TENGAH,D,Organisasi Sosial,Tingkat Utama
3302165, RS Umum Ananda Purwokerto,JAWA TENGAH,C,Organisasi Sosial,Tingkat Paripurna
3302154, RS Umum Bunda,JAWA TENGAH,D,Organisasi Sosial,Tingkat Madya
3302143,RS Umum Hidayah Purwokerto,JAWA TENGAH,D,SWASTA/ LAINNYA,Lulus Perdana
3302132,RS Umum Islam Purwokerto,JAWA TENGAH,D,Organisasi Islam ,Tingkat Paripurna
3302041,RS Umum Santa Elisabeth Purwokerto,JAWA TENGAH,C,Organisasi Katholik,Tingkat Paripurna
3302030, RS Umum Tk III Wijayakusuma,JAWA TENGAH,C,TNI AD,Tingkat Paripurna
3302026, RS Umum Daerah Prof Dr. Margono Soekarjo Purwoker,JAWA TENGAH,B,Pemprop,Tingkat Paripurna
3302015,RSUD BANYUMAS,JAWA TENGAH,B,Pemkab,Tingkat Paripurna
3301084, RS Umum Daerah Majenang,JAWA TENGAH,C,Pemkab,Tingkat Paripurna
3301073,RS Umum Islam Fatimah,JAWA TENGAH,C,Organisasi Islam ,Tingkat Paripurna
3301036, RS Umum Pertamina Cilacap,JAWA TENGAH,D,BUMN,Tingkat Paripurna
3301014,RS Umum Daerah Cilacap,JAWA TENGAH,B,Pemkab,Tingkat Paripurna
3276146, RS Umum Hasanah Graha Afiah,JAWA BARAT,C,Perusahaan,Tingkat Utama
3276135,RS Umum Simpangan Depok,JAWA BARAT,D,Perusahaan,Tingkat Madya
3276124, RS Umum Daerah Kota Depok,JAWA BARAT,C,Pemkot,Tingkat Paripurna
3209133,RS Umum Sumber Waras,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Paripurna
3274111,RS Umum Muhammadiyah,JAWA BARAT,D,Organisasi Islam ,Tingkat Madya
3274100, RS Umum Budi Asta,JAWA BARAT,D,Organisasi Sosial,Lulus Perdana
3274090,RS Umum Sumber Kasih,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
3274064, RS Ibu dan Anak Putera Bahagia,JAWA BARAT,C,Perusahaan,Tingkat Madya
3274053,RS Umum Pelabuhan Cirebon,JAWA BARAT,C,BUMN,Tingkat Paripurna
3274031,RS Ibu dan Anak Panti Abdi Dharma,JAWA BARAT,C,Organisasi Katholik,Lulus Perdana
3274020, RS Umum Tk. III Ciremai,JAWA BARAT,B,TNI AD,Tingkat Paripurna
3274016, RS Umum Daerah Gunung Jati,JAWA BARAT,B,Pemkot,Tingkat Paripurna
3273539,RS Umum Hermina Pasteur ,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Paripurna
3273528, RS Ibu dan Anak Melinda ,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Madya
3273517,RS Umum AMC ,JAWA BARAT,C,Perusahaan,Tingkat Paripurna
3273486,RS Umum Santosa Hospital Bandung Central,JAWA BARAT,A,SWASTA/ LAINNYA,Tingkat Paripurna
3273453, RS Khusus Ginjal NY R.A. Habibie,JAWA BARAT,C,Organisasi Sosial,Tingkat Utama
3273442,RS Umum Bina Sehat ,JAWA BARAT,D,SWASTA/ LAINNYA,Lulus Perdana
3273420,RS Umum Al-Islam Bandung,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Paripurna
3273405, RS Umum Daerah Kota Bandung,JAWA BARAT,B,Pemkot,Tingkat Utama
3273260, RS Ibu dan Anak Kota Bandung,JAWA BARAT,C,Pemkot,Tingkat Madya
3273201,RS Paru Dr. H. A. Rotinsulu,JAWA BARAT,A,Kemkes ,Tingkat Paripurna
3273191,RS Khusus Mata Cicendo,JAWA BARAT,A,Kemkes ,Tingkat Paripurna
3273176,RS Umum Tk IV 03.07.03Sariningsih,JAWA BARAT,D,TNI AD,Tingkat Utama
3273165,RS Ibu dan Anak Limijati,JAWA BARAT,B,Perusahaan,Tingkat Utama
3273121, RS Umum Rajawali,JAWA BARAT,C,Organisasi Sosial,Lulus Perdana
3273110,RS Umum Bungsu,JAWA BARAT,D,Organisasi Sosial,Lulus Perdana
3273106, RS Umum Muhammadiyah,JAWA BARAT,C,Organisasi Islam ,Tingkat Paripurna
3273096,RS Umum Pindad,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Paripurna
3273085,RS Umum Advent Bandung,JAWA BARAT,B,Organisasi Sosial,Tingkat Paripurna
3273074,RS Umum Santo Borromeus,JAWA BARAT,B,Organisasi Katholik,Tingkat Paripurna
3273063,RS Umum Santo Yusup,JAWA BARAT,C,Organisasi Katholik,Tingkat Paripurna
3273052,RS Umum Immanuel Bandung,JAWA BARAT,B,Organisasi Protestan,Tingkat Paripurna
3204041,RS Umum Kebonjati,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Paripurna
3273030,RS Umum Lanud dr. M. Salamun,JAWA BARAT,B,TNI AU,Tingkat Paripurna
3273026,RSU Bhayangkara Tk II Sartika Asih,JAWA BARAT,B,POLRI,Tingkat Paripurna
3273015,RS Umum Pusat Dr. Hasan Sadikin,JAWA BARAT,A,Kemkes ,Tingkat Paripurna
3272051,RS Umum Assyifa Sukabumi,JAWA BARAT,C,Organisasi Sosial,Tingkat Utama
3272036,RS Umum Ridogalih,JAWA BARAT,D,Organisasi Sosial,Lulus Perdana
3272014, RS Umum Daerah  R Syamsudin SH,JAWA BARAT,B,Pemkot,Tingkat Paripurna
3271139,RS Umum Trimitra,JAWA BARAT,C,Perusahaan,Lulus Perdana
3271126,BMC Mayapada Hospital,JAWA BARAT,C,Perusahaan,Tingkat Paripurna
3271115,RS Umum Hermina Bogor,JAWA BARAT,B,Perusahaan,Tingkat Paripurna
3271104,RS Umum Daerah Kota Bogor,JAWA BARAT,B,Pemkot,Tingkat Paripurna
3271072,RS Umum Azra,JAWA BARAT,C,Perusahaan,Tingkat Paripurna
3271046,RS Jiwa dr. H. Marzoeki Mahdi,JAWA BARAT,A,Kemkes ,Tingkat Paripurna
3271035,RS Umum Dr Muhamad Hassan Toto,JAWA BARAT,C,TNI AU,Tingkat Paripurna
3271024,RS Umum Salak,JAWA BARAT,C,TNI AD,Tingkat Paripurna
3271013,RS Umum PMI Bogor,JAWA BARAT,B,Organisasi Sosial,Tingkat Paripurna
3216329,RS Umum Permata Cibubur,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Paripurna
3216318,RS Umum Hermina Grand Wisata,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Paripurna
3275307,RS Siloam Bekasi Sepanjang Jaya,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Paripurna
3275296,RS Umum Islam dr. Subki Abdulkadir,JAWA BARAT,D,Organisasi Sosial,Lulus Perdana
3216285,RS Umum St Elisabeth,JAWA BARAT,C,Organisasi Sosial,Tingkat Paripurna
3275274,RS Umum Jati Sampurna,JAWA BARAT,C,SWASTA/ LAINNYA,Lulus Perdana
3275263,RS Umum Citra Harapan,JAWA BARAT,C,SWASTA/ LAINNYA,Lulus Perdana
3216252,RS Umum Daerah Kab.Bekasi,JAWA BARAT,B,Pemkab,Tingkat Paripurna
3275229,RS Umum Anna,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
3216218,RS Umum Ananda,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Utama
3275207,RS Umum Graha Juanda,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Madya
3275196,RS Umum Bella,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
3216185,RS Umum Hosana Medica,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Dasar
3216174,RS Umum Rawa Lumbu,JAWA BARAT,C,Organisasi Sosial,Lulus Perdana
3216163,RS Umum Sentra Medika,JAWA BARAT,B,Organisasi Sosial,Tingkat Paripurna
3216152,RS Umum Siloam,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Paripurna
3275130,RS Umum Bhakti Kartini,JAWA BARAT,C,Organisasi Sosial,Tingkat Paripurna
3216126,RS Umum Annisa,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Paripurna
3275115, RS Umum Hermina Bekasi,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Paripurna
3216104,RS Umum Karya Medika,JAWA BARAT,C,Organisasi Sosial,Tingkat Paripurna
3275094, RS Umum Mitra Keluarga Bekasi Barat,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Paripurna
3275083, RS Seto Hasbadi,JAWA BARAT,D,Organisasi Sosial,Tingkat Dasar
3216072,RS Umum Bhakti Husada,JAWA BARAT,C,Organisasi Sosial,Tingkat Madya
3275061,RS Helsa,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
3275050,RS Umum Budi Lestari,JAWA BARAT,C,Perusahaan,Lulus Perdana
3275024, RS Umum Mekar Sari  Bekasi,JAWA BARAT,C,Organisasi Sosial,Tingkat Paripurna
3275013,RS Umum Daerah dr. Chasbullah Abdulmadjid,JAWA BARAT,B,Pemkot,Tingkat Paripurna
3215145,RS Umum Mandaya,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Paripurna
3215134,RS Umum Izza,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
3215123, RS Umum Citra Sari Husada,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
3215112, RS Ibu dan Anak Dr. Djoko Pramono,JAWA BARAT,C,SWASTA/ LAINNYA,Lulus Perdana
3215100,RS Umum Delima Asih Sisma Medika,JAWA BARAT,D,SWASTA/ LAINNYA,Tingkat Utama
3215089,RS Umum Saraswati,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Madya
3215078,RS Umum Islam Karawang,JAWA BARAT,C,Organisasi Sosial,Tingkat Madya
3215067,RS Umum Proklamasi,JAWA BARAT,C,SWASTA/ LAINNYA,Lulus Perdana
3215056,RS Umum Karya Husada,JAWA BARAT,C,Perusahaan,Tingkat Madya
3215023, RS Umum Bayukarta,JAWA BARAT,C,Organisasi Protestan,Tingkat Paripurna
3215012, RS Umum Daerah Karawang,JAWA BARAT,B,Pemkab,Tingkat Paripurna
3214011,RS Umum Daerah Bayu Asih,JAWA BARAT,B,Pemkab,Tingkat Madya
3213032,RS Umum TNI AU Lanud Suryadarma,JAWA BARAT,D,TNI AU,Tingkat Madya
3213021,RS Umum PTPN VIII ,JAWA BARAT,D,BUMN,Tingkat Paripurna
3213010, RS Umum Daerah Subang,JAWA BARAT,B,Pemkab,Tingkat Paripurna
3212031, RS Umum Daerah M.A. Sentot Patrol,JAWA BARAT,C,Pemkab,Tingkat Utama
3212016, RS Umum Daerah Kab. Indramayu,JAWA BARAT,B,Pemkab,Tingkat Paripurna
3211026,RS Umum Pakuwon,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Paripurna
3211015,RS Umum Daerah Sumedang,JAWA BARAT,B,Pemkab,Tingkat Paripurna
3210036,RS Bedah Budi Kasih,JAWA BARAT,C,Organisasi Sosial,Lulus Perdana
3210025, RS Umum Daerah Cideres,JAWA BARAT,C,Pemkab,Tingkat Paripurna
3210014, RS Umum Daerah Majalengka,JAWA BARAT,C,Pemkab,Tingkat Paripurna
3209051,RS Umum Mitra Plumbon,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Paripurna
3209040, RS Umum Daerah Arjawinangun,JAWA BARAT,B,Pemkab,Tingkat Paripurna
3209036, RS Paru Provinsi Jawa Barat,JAWA BARAT,B,Pemprop,Tingkat Paripurna
3209025,RS Pertamina Cirebon,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Paripurna
3209014, RS Umum Daerah Waled,JAWA BARAT,B,Pemkab,Tingkat Paripurna
3208035,RS Umum Sekar Kamulyan,JAWA BARAT,C,Organisasi Sosial,Tingkat Paripurna
3208024,RS Umum Wijaya Kusumah,JAWA BARAT,C,Organisasi Sosial,Tingkat Utama
3208013, RS Umum Daerah 45 Kuningan,JAWA BARAT,B,Pemkab,Tingkat Paripurna
3207045,RS Umum Permata Bunda,JAWA BARAT,D,Organisasi Sosial,Tingkat Utama
3207023, RS Umum Daerah Banjar,JAWA BARAT,B,Pemkot,Tingkat Utama
3207012, RS Umum Daerah Kab. Ciamis,JAWA BARAT,C,Pemkab,Tingkat Madya
3278081,RS Umum Prasetya Bunda,JAWA BARAT,D,SWASTA/ LAINNYA,Tingkat Dasar
3206070,RS Umum Jasa Kartini,JAWA BARAT,C,Perusahaan,Tingkat Paripurna
3206055,RS Umum Islam Hj. Siti Muniroh,JAWA BARAT,D,Organisasi Islam ,Tingkat Utama
3206011,RS Umum Daerah dr. Soekardjo,JAWA BARAT,B,Pemkot,Tingkat Paripurna
3205021, RS Umum Tk IV Guntur,JAWA BARAT,C,TNI AD,Tingkat Madya
3205010, RS Umum Daerah dr. Slamet Garut,JAWA BARAT,B,Pemkab,Tingkat Paripurna
3204101,RS Umum Daerah Cicalengka,JAWA BARAT,C,Pemkab,Lulus Perdana
3204090, RS Umum Daerah Soreang,JAWA BARAT,C,Pemkab,Tingkat Paripurna
3204086,RS Umum Daerah Al Ihsan Provinsi Jawa Barat,JAWA BARAT,B,Pemprop,Tingkat Paripurna
3204075,RS Umum Mitra Kasih,JAWA BARAT,C,Organisasi Sosial,Tingkat Dasar
3217042,RS Jiwa Provinsi Jawa Barat,JAWA BARAT,A,Pemprop,Tingkat Paripurna
3277031, RS Umum Tk II Dustira,JAWA BARAT,B,TNI AD,Tingkat Paripurna
3277020, RS Umum Daerah Cibabat,JAWA BARAT,B,Pemkot,Tingkat Paripurna
3204016,RS Umum Daerah Majalaya,JAWA BARAT,B,Pemkab,Tingkat Paripurna
3203037, RS Umum Daerah Cimacan,JAWA BARAT,C,Pemkab,Tingkat Utama
3203015,RS Umum Daerah Sayang,JAWA BARAT,B,Pemkab,Tingkat Paripurna
3202062, RS Umum Hermina,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Paripurna
3202051, RS Umum Daerah Jampang Kulon,JAWA BARAT,C,Pemprop,Tingkat Madya
3202040,RS Umum Daerah Palabuhanratu,JAWA BARAT,C,Pemkab,Tingkat Paripurna
3202014,RS Umum Daerah Sekarwangi,JAWA BARAT,B,Pemkab,Tingkat Paripurna
3201218,RS Umum Islam Bogor,JAWA BARAT,C,Organisasi Sosial,Tingkat Utama
3201207, RS Umum MH. Thamrin,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
3201196,RS Umum Bunda Margonda,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Paripurna
3201185, RS Umum Meilia,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Paripurna
3201152,RS Umum Mary Cileungsi Hijau,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
3201141,RS Ibu dan Anak Tumbuh Kembang,JAWA BARAT,C,Organisasi Sosial,Lulus Perdana
3201130, RS Ibu dan Anak Citra Insani,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Madya
3201126, RS Umum Hermina Depok,JAWA BARAT,B,Organisasi Sosial,Tingkat Paripurna
3201115,RS Umum Bina Husada,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
3201072, RS Umum Puri Cinere,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Paripurna
3201061,RS Umum Tugu Ibu,JAWA BARAT,C,Organisasi Sosial,Tingkat Paripurna
3201050,RS Umum Daerah Ciawi,JAWA BARAT,B,Pemkab,Tingkat Madya
3201046,RS Umum Daerah Cibinong,JAWA BARAT,B,Pemkab,Tingkat Paripurna
3201035,RS Umum Bhakti Yudha,JAWA BARAT,C,Organisasi Sosial,Tingkat Paripurna
3201024,RS Paru Dr. M. Goenawan Partowidigdo,JAWA BARAT,B,Kemkes ,Tingkat Paripurna
3201013,RS Umum Harapan Depok,JAWA BARAT,D,Organisasi Sosial,Lulus Perdana
3175407,RS Umum Gading Pluit,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3175396,RS Umum Port Medical Center,DKI JAKARTA,C,SWASTA/ LAINNYA,Lulus Perdana
3175385,RS Umum Mitra Keluarga Kelapa Gading,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3175374,RS Umum Puri Medika,DKI JAKARTA,C,SWASTA/ LAINNYA,Tingkat Madya
3175363,RS Ibu dan Anak Family,DKI JAKARTA,C,SWASTA/ LAINNYA,Tingkat Paripurna
3175352,RS Umum Pantai Indah Kapuk,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Utama
3175341,RS Umum Pluit,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3175330,RS Umum Royal Progress,DKI JAKARTA,B,Organisasi Sosial,Tingkat Paripurna
3175326,RS Umum Islam Jakarta Utara,DKI JAKARTA,C,Organisasi Sosial,Tingkat Paripurna
3175304,RS Umum Hermina Podomoro,DKI JAKARTA,C,SWASTA/ LAINNYA,Tingkat Madya
3175181,RS Umum Sukmul,DKI JAKARTA,C,SWASTA/ LAINNYA,Lulus Perdana
3175064,RS Penyakit Infeksi Prof. Dr. Sulianti Saroso,DKI JAKARTA,A,Kemkes ,Tingkat Paripurna
3175042,RS Umum  Pelabuhan Tg.Priok,DKI JAKARTA,C,BUMN,Tingkat Paripurna
3175031,RS Umum Akademik Atma Jaya,DKI JAKARTA,B,Organisasi Katholik,Tingkat Paripurna
3175016,RS Umum Daerah Koja,DKI JAKARTA,B,Pemprop,Tingkat Paripurna
3174508,RS Umum Puri Indah ,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3174497,RS Umum Bina Sehat Mandiri,DKI JAKARTA,C,SWASTA/ LAINNYA,Tingkat Dasar
3174453,RS Umum Cinta Kasih Tzu Chi,DKI JAKARTA,C,Organisasi Sosial,Tingkat Paripurna
3174431,RS Umum Hermina Daan Mogot,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3174420,RS Umum Medika Permata Hijau,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Madya
3174416,RS Umum Patria IKKT,DKI JAKARTA,C,Organisasi Sosial,Tingkat Madya
3174351,RS Umum Siloam Hospitals Kebon Jeruk,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3174282,RS Jantung dan Pembuluh Darah Harapan Kita,DKI JAKARTA,A,Kemkes ,Tingkat Paripurna
3174260,RS Anak dan Bunda Harapan Kita,DKI JAKARTA,A,Kemkes ,Tingkat Paripurna
3174063,RS Kanker Dharmais,DKI JAKARTA,A,Kemkes ,Tingkat Paripurna
3174041,RS Jiwa Dr. Soeharto Heerjan,DKI JAKARTA,A,Kemkes ,Tingkat Paripurna
3174030,RS Umum Bhakti Mulia,DKI JAKARTA,C,Organisasi Sosial,Lulus Perdana
3174026,RS Umum Pelni Petamburan,DKI JAKARTA,B,BUMN,Tingkat Paripurna
3174015,RS Umum Sumber Waras,DKI JAKARTA,B,Organisasi Sosial,Tingkat Utama
3173656,RS Umum Mitra Kemayoran,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3173645,RS Umum Menteng Mitra Afia,DKI JAKARTA,C,SWASTA/ LAINNYA,Tingkat Madya
3173634,RS Khusus Bedah Bina Estetika,DKI JAKARTA,C,Organisasi Sosial,Lulus Perdana
3173623,RS Khusus Mata Jakarta Eye Center,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3173580,RS Umum Kramat 128,DKI JAKARTA,B,Organisasi Sosial,Tingkat Paripurna
3173543,RS Umum Abdi Waluyo,DKI JAKARTA,B,Organisasi Sosial,Tingkat Utama
3173521,RS Umum Daerah Tarakan,DKI JAKARTA,A,Pemprop,Tingkat Paripurna
3173506,RS Umum dr. Abdul Radjak,DKI JAKARTA,B,Organisasi Sosial,Tingkat Madya
3173474,RS Umum Pertamina Jaya,DKI JAKARTA,C,BUMN,Tingkat Utama
3173441,RS Umum Evasari,DKI JAKARTA,B,Organisasi Sosial,Tingkat Paripurna
3173120,RS Khusus Ibu Anak Bunda Jakarta,DKI JAKARTA,B,Perusahaan,Tingkat Paripurna
3173116,RS Umum YPK Mandiri,DKI JAKARTA,B,Organisasi Sosial,Tingkat Paripurna
3173105,RS Umum Budi Kemuliaan,DKI JAKARTA,C,Organisasi Sosial,Tingkat Utama
3173084,RS Tk II M.Ridwan Meuraksa,DKI JAKARTA,B,TNI AD,Tingkat Paripurna
3173073,RS Umum Islam Jakarta Cempaka Putih,DKI JAKARTA,B,Organisasi Islam ,Tingkat Paripurna
3173062,RS PGI Cikini,DKI JAKARTA,B,Organisasi Protestan,Tingkat Paripurna
3173051,RS Umum Sint Carolus,DKI JAKARTA,B,Organisasi Katholik,Tingkat Paripurna
3173040,RS Umum Husada,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3173036,RS Umum AL Dr Mintoharjo,DKI JAKARTA,B,TNI AL,Tingkat Paripurna
3173025,RS Umum PAD Gatot Soebroto,DKI JAKARTA,A,TNI AD,Tingkat Paripurna
3172746,RS Jiwa Duren Sawit,DKI JAKARTA,A,Pemprop,Tingkat Dasar
3172735,RS Jiwa Islam Klender,DKI JAKARTA,C,Organisasi Islam ,Tingkat Madya
3172724,RS Umum Haji Jakarta,DKI JAKARTA,B,Perusahaan,Tingkat Paripurna
3172713,RS Umum Mediros,DKI JAKARTA,C,SWASTA/ LAINNYA,Tingkat Madya
3172590,RS Umum Yadika,DKI JAKARTA,C,Organisasi Sosial,Tingkat Madya
3172553,RS Umum Harapan Bunda,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3172531,RS Umum Harapan Jayakarta,DKI JAKARTA,C,Organisasi Sosial,Lulus Perdana
3172520,RS Umum Harum,DKI JAKARTA,C,Organisasi Sosial,Tingkat Utama
3172516,RS Umum Kartika Pulo Mas,DKI JAKARTA,C,Organisasi Sosial,Tingkat Madya
3172505,RS Islam Jakarta Pondok Kopi,DKI JAKARTA,B,Organisasi Islam ,Tingkat Paripurna
3172495,RS Umum Omni Medical Center,DKI JAKARTA,B,Organisasi Sosial,Tingkat Paripurna
3172301,RS Khusus Bedah Rawamangun,DKI JAKARTA,C,Organisasi Sosial,Tingkat Madya
3172243,RS Umum Hermina Jatinegara,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3172206,RS Umum Premier Jatinegara,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3172126,RS Umum Daerah Pasar Rebo,DKI JAKARTA,B,Pemprop,Tingkat Paripurna
3172094,RS Umum FK UKI,DKI JAKARTA,B,Organisasi Protestan,Tingkat Paripurna
3172083,RS Tk IV Cijantung,DKI JAKARTA,C,TNI AD,Tingkat Paripurna
3172072,RS Umum Bhayangkara Tk. I R.Said Sukanto,DKI JAKARTA,A,POLRI,Tingkat Paripurna
3172061,RS Pusat AU dr. Esnawan Antariksa,DKI JAKARTA,B,TNI AU,Tingkat Paripurna
