d.kode_rs,d.nama_rs,d.nama_prop,d.jenis_rs,d.kelas,d.pemilik,(d.total_tt)
1404014,RS Umum Daerah  Selasih Riau,R I A U,RSU,C,Pemkab,131
1403013,RS Umum Daerah  Puri Husada Tembilahan,R I A U,RSU,C,Pemkab,159
1402012,RS Umum Daerah  Indrasari Rengat,R I A U,RSU,C,Pemkab,134
1401011,RS Umum Daerah Teluk Kuantan,R I A U,RSU,C,Pemkab,113
1304017,RS Khusus Ibu dan Anak Haryanda,SUMATERA BARAT,RSIA,C,Perorangan,14
1371466,RSU Hermina Padang,SUMATERA BARAT,RSU,C,SWASTA/ LAINNYA,41
1377008,RS Ibu dan Anak Citra Aguswar Medical Center,SUMATERA BARAT,RSIA,C,SWASTA/ LAINNYA,25
1372014,RS Ibu Dan Anak Ananda,SUMATERA BARAT,RSIA,C,SWASTA/ LAINNYA,0
1376017,RS Ibu dan Anak Annisa Payakumbuh,SUMATERA BARAT,RSIA,C,Perorangan,26
1376016,RS Ibu dan Anak Sukma Bunda,SUMATERA BARAT,RSIA,C,Perusahaan,25
1372013,RS Ibu dan Anak Permata Bunda Solok,SUMATERA BARAT,RSIA,C,Perusahaan,30
1371465,RS Ibu dan Anak Restu Ibu,SUMATERA BARAT,RSIA,C,SWASTA/ LAINNYA,23
1371464,RS. Universitas Andalas,SUMATERA BARAT,RSU,C,Kementerian Lain,88
1305016,RS Ibu dan Anak Fadhila Batusangkar,SUMATERA BARAT,RSIA,C,Perusahaan,41
1371463,RS Khusus Bedah Kartika Docta,SUMATERA BARAT,RSK BEDAH,C,SWASTA/ LAINNYA,25
1371462,RS Umum Naili DBS,SUMATERA BARAT,RSU,C,SWASTA/ LAINNYA,41
1312025,RS Ibu dan Anak AL-Ihsan,SUMATERA BARAT,RSIA,C,Perorangan,30
1371460,RS Ibu dan Anak Mutiara Bunda,SUMATERA BARAT,RSIA,C,Perusahaan,24
1305015,RS Ibu dan Anak Sayang Ibu,SUMATERA BARAT,RSIA,C,SWASTA/ LAINNYA,20
1371451,RS Ibu dan Anak Cicik,SUMATERA BARAT,RSIA,C,SWASTA/ LAINNYA,26
1371459,RS Khusus Mata Regina Eye Center,SUMATERA BARAT,RSK Mata,C,Perusahaan,24
1371457,RS Khusus Mata Padang Eye Center,SUMATERA BARAT,RSK Mata,C,SWASTA/ LAINNYA,24
1376011,RS Umum Ibnu Sina Kota Payakumbuh,SUMATERA BARAT,RSU,C,Organisasi Islam ,78
1307017,RS Ibu dan Anak Rezki Bunda,SUMATERA BARAT,RSIA,C,Perorangan,32
1371456,RS Islam Siti Rahmah,SUMATERA BARAT,RSU,C,Organisasi Islam ,80
1371455,RS Ibu dan Anak Siti Hawa,SUMATERA BARAT,RSIA,C,Perorangan,36
1304014,RS Umum Daerah Kabupaten Sijunjung,SUMATERA BARAT,RSU,C,Pemkab,81
1371446,RS Umum Citra Bunda Medical Center Padang,SUMATERA BARAT,RSU,C,Perorangan,92
1306056,RS Umum Daerah Padang Pariaman,SUMATERA BARAT,RSU,C,Pemkab,95
1376015,RS Umum Daerah Dr Adnaan WD,SUMATERA BARAT,RSU,C,Pemkot,139
1375040,RS Umum Ibnu Sina Bukittinggi,SUMATERA BARAT,RSU,C,Organisasi Islam ,151
1374013,RS Umum Daerah Padang Panjang,SUMATERA BARAT,RSU,C,Pemkot,121
1373012,RS Umum Daerah Sawah Lunto,SUMATERA BARAT,RSU,C,Pemkot,125
1371444, RS Umum Daerah dr. Rasidin Padang,SUMATERA BARAT,RSU,C,Pemkot,0
1371422,RS Khusus Bedah Ropanasuri,SUMATERA BARAT,RSK BEDAH,C,Organisasi Sosial,33
1302015,RS Khusus Ibu dan Anak Permata Hati,SUMATERA BARAT,RSIA,C,SWASTA/ LAINNYA,14
1371400,RS Ibu dan Anak Lenggogeni,SUMATERA BARAT,RSIA,C,Organisasi Sosial,29
1371305,RS Umum Semen Padang Hospital,SUMATERA BARAT,RSU,C,BUMN,134
1371273,RSIA Bunda Padang,SUMATERA BARAT,RSIA,C,Organisasi Sosial,30
1371251,RS Jiwa Puti Bungsu,SUMATERA BARAT,RSK Jiwa,C,Organisasi Sosial,39
1371112,RS Umum Aisyiyah Padang,SUMATERA BARAT,RSU,C,Organisasi Sosial,56
1371091,RS Umum Islam Ibnu Sina,SUMATERA BARAT,RSU,C,Organisasi Islam ,116
1371032,RS Umum Yos Sudarso,SUMATERA BARAT,RSU,C,Organisasi Katholik,125
1371021,RS Tk III Reksodiwiryo Padang,SUMATERA BARAT,RSU,C,TNI AD,172
1312024, RS Umum Daerah Pasaman Barat,SUMATERA BARAT,RSU,C,Pemkab,87
1309022,RS Umum Islam Ibnu Sina,SUMATERA BARAT,RSU,C,Organisasi Islam ,99
1309011,RS Umum Daerah Lubuk Sikaping,SUMATERA BARAT,RSU,C,Pemkab,155
1308010, RS Umum Daerah dr. Achmad Darwis,SUMATERA BARAT,RSU,C,Pemkab,85
1308016,RS Umum Daerah Lubuk Basung,SUMATERA BARAT,RSU,C,Pemkab,126
1305014,RS Umum Daerah Prof Dr M.A Hanafiah,SUMATERA BARAT,RSU,C,Pemkab,43
1311013,RS Umum Daerah Sungai Dareh,SUMATERA BARAT,RSU,C,Pemkab,122
1303023," RS Umum Daerah Arosuka,Solok",SUMATERA BARAT,RSU,C,Pemkab,90
1303012,RS Umum Daerah Muara Labuh,SUMATERA BARAT,RSU,C,Pemkab,88
1302011, RS Umum Daerah Dr. Muhammad Zein Painan,SUMATERA BARAT,RSU,C,Pemkab,174
1275936,RS Umum Royal Prima Marelan,SUMATERA UTARA,RSU,C,SWASTA/ LAINNYA,106
1275935,RS Umum Royal Maternity,SUMATERA UTARA,RSU,C,SWASTA/ LAINNYA,0
1275934,RS Jiwa Mahoni,SUMATERA UTARA,RSK Jiwa,C,SWASTA/ LAINNYA,2
1275932,RS Gigi dan Mulut Prima,SUMATERA UTARA,RSK GM,C,SWASTA/ LAINNYA,0
1212184,RS Jiwa Bina Karsa Tuntungan,SUMATERA UTARA,RSK Jiwa,C,SWASTA/ LAINNYA,94
1212183,RS Umum Kasih Insani,SUMATERA UTARA,RSU,C,Perusahaan,69
1207068,RS Umum Hartati Medical Centre,SUMATERA UTARA,RSU,C,SWASTA/ LAINNYA,37
1207067,RS Umum Karya Bakti Ujung Bandar,SUMATERA UTARA,RSU,C,Perusahaan,67
1275931,RS Umum Eshmun,SUMATERA UTARA,RSU,C,Perusahaan,101
1275930,RSU HERMINA MEDAN,SUMATERA UTARA,RSU,C,SWASTA/ LAINNYA,75
1208066,RSIA Utama,SUMATERA UTARA,RSIA,C,SWASTA/ LAINNYA,43
1275929,RS Ibu Dan Anak Artha Mahinrus,SUMATERA UTARA,RSIA,C,Perusahaan,22
1275928,RS Khusus Mata Prima Vision,SUMATERA UTARA,RSK Mata,C,Perusahaan,18
1273107,RS Mata Siantar,SUMATERA UTARA,RSK Mata,C,SWASTA/ LAINNYA,25
1275923,RS Umum Mitra Medika Amplas,SUMATERA UTARA,RSU,C,SWASTA/ LAINNYA,186
1211127,RS Ibu dan Anak Mina Husada,SUMATERA UTARA,RSIA,C,SWASTA/ LAINNYA,34
1212181,RS Umum Mitra Medika,SUMATERA UTARA,RSU,C,SWASTA/ LAINNYA,202
1274063,RS Chevani,SUMATERA UTARA,RSU,C,Perusahaan,130
1275921,RS Khusus Bedah Setia Budi,SUMATERA UTARA,RSK BEDAH,C,Perusahaan,16
1274062,RS Umum Universitas Prima Indonesia,SUMATERA UTARA,RSU,C,Organisasi Sosial,100
1213059,RS Umum Putri Bidadari,SUMATERA UTARA,RSU,C,SWASTA/ LAINNYA,243
1273106,RS Umum Tiara Kasih Sejati,SUMATERA UTARA,RSU,C,Perorangan,92
1275918,RS Khusus Ginjal Rasyida,SUMATERA UTARA,RSK GINJAL,C,Perusahaan,17
1276076,RS Umum Ratu Mas,SUMATERA UTARA,RSU,C,Perusahaan,46
1276078,RS Umum AL Fuadi,SUMATERA UTARA,RSU,C,Organisasi Sosial,101
1276077,RS Umum Sylvani,SUMATERA UTARA,RSU,C,Perusahaan,99
1207066,RS Umum Elpi Al Azis,SUMATERA UTARA,RSU,C,Perusahaan,67
1212180,RSU Grand Medica,SUMATERA UTARA,RSU,C,SWASTA/ LAINNYA,89
1275913,RS Umum Universitas Sumatera Utara,SUMATERA UTARA,RSU,C,Kementerian Lain,126
1275914,RS Khusus Mata Mencirim Tujuh-Tujuh,SUMATERA UTARA,RSK Mata,C,SWASTA/ LAINNYA,20
1275910,RS Ibu dan Anak Eva,SUMATERA UTARA,RSIA,C,Perusahaan,0
1223004,RS Umum Avicenna,SUMATERA UTARA,RSU,C,SWASTA/ LAINNYA,52
1212179,RS Umum Citra Medika,SUMATERA UTARA,RSU,C,Perusahaan,51
1275909,RS Umum Madani,SUMATERA UTARA,RSU,C,Perusahaan,127
1218026,RS Umum Pabatu,SUMATERA UTARA,RSU,C,BUMN,82
1211126,RS Umum Amanda,SUMATERA UTARA,RSU,C,Perusahaan,84
1212177,RS Umum Yoshua,SUMATERA UTARA,RSU,C,Perusahaan,28
1202029,RS Umum Armina Madina,SUMATERA UTARA,RSU,C,Organisasi Sosial,0
1275899,RS Umum Tere Margareth,SUMATERA UTARA,RSU,C,Organisasi Sosial,66
1275898,RS Khusus Mata SMEC,SUMATERA UTARA,RSK Mata,C,Perusahaan,16
1275998,RS Ibu dan Anak Stella Maris,SUMATERA UTARA,RSIA,C,Perusahaan,68
1273033,RS Umum Harapan,SUMATERA UTARA,RSU,C,Organisasi Katholik,109
1274058,RS Bhayangkara Tk.III Kota Tebing Tinggi,SUMATERA UTARA,RSU,C,POLRI,128
1271032,RS Umum Metta Medika,SUMATERA UTARA,RSU,C,Perusahaan,84
1221002,RS Umum Permata Madina Sibuhuan,SUMATERA UTARA,RSU,C,SWASTA/ LAINNYA,57
1275897,RS Umum Restu Ibu,SUMATERA UTARA,RSU,C,Perusahaan,0
1275890,RS Umum Bunda Thamrin,SUMATERA UTARA,RSU,C,Perusahaan,253
1219003,RS Umum Daerah Batu Bara,SUMATERA UTARA,RSU,C,Pemkab,72
1223002,RS Umum Daerah  Aek Kanopan,SUMATERA UTARA,RSU,C,Pemkab,45
1209077,RS Umum Daerah Tuan Rondahaim Pematang Raya,SUMATERA UTARA,RSU,C,Pemkab,72
1276075,RS Umum Bidadari,SUMATERA UTARA,RSU,C,Perusahaan,153
1275100,RS Umum Methodis Susanna Wesley,SUMATERA UTARA,RSU,C,Organisasi Sosial,59
1275999,RS Jiwa Bina Karsa Medan,SUMATERA UTARA,RSK Jiwa,C,Organisasi Sosial,37
1276074,RS Umum Latersia,SUMATERA UTARA,RSU,C,Perusahaan,100
1222002,RS Umum Daerah Kota Pinang,SUMATERA UTARA,RSU,C,Pemkab,98
1212172,RS Umum Patar Asih,SUMATERA UTARA,RSU,C,Perusahaan,102
1276036,RS Umum Artha Medica,SUMATERA UTARA,RSU,C,Organisasi Sosial,127
1202028,RS Umum Permata Madina Panyabungan,SUMATERA UTARA,RSU,C,Organisasi Sosial,98
1275321,RS Umum Siti Hajar,SUMATERA UTARA,RSU,C,Perusahaan,30
1275061,RS Umum Delima Medan,SUMATERA UTARA,RSU,C,Organisasi Sosial,56
1213057,RS Umum Delia,SUMATERA UTARA,RSU,C,Organisasi Sosial,148
1275804,RS Ibu dan Anak Badrul Aini,SUMATERA UTARA,RSIA,C,Perusahaan,35
1275309,RS Khusus Mata Medan Baru Medical Centre,SUMATERA UTARA,RSK Mata,C,Organisasi Sosial,15
1275232,RS Khusus Bedah Accuplast,SUMATERA UTARA,RSK BEDAH,C,Organisasi Sosial,29
1218024,RS Umum Melati ,SUMATERA UTARA,RSU,C,Organisasi Sosial,152
1213046,RS Umum Rachmad Insani,SUMATERA UTARA,RSU,C,Perusahaan,0
1212171,RS Umum Rahmad Hidayah,SUMATERA UTARA,RSU,C,Organisasi Sosial,84
1275147,RS Umum Full Bethesda,SUMATERA UTARA,RSU,C,Organisasi Sosial,77
1211124,RS Umum Efarina Etaham,SUMATERA UTARA,RSU,C,SWASTA/ LAINNYA,195
1276040,RS Tk IV 01.07.02 Binjai,SUMATERA UTARA,RSU,C,TNI AD,93
1276025,RS Bangkatan PTPN II,SUMATERA UTARA,RSU,C,BUMN,100
1275996,RS Umum Sufina Azis,SUMATERA UTARA,RSU,C,Organisasi Sosial,80
1275874,RS Khusus Gigi dan Mulut Univ. Sumatera Utara,SUMATERA UTARA,RSK GM,C,Kementerian Lain,0
1275841,RS Umum Estomihi,SUMATERA UTARA,RSU,C,Perusahaan,97
1275826,RS Umum Bahagia Medan,SUMATERA UTARA,RSU,C,Organisasi Sosial,62
1275772,RS Umum Bandung,SUMATERA UTARA,RSU,C,Organisasi Sosial,102
1275750,RS Umum Prof.Dr. Boloni,SUMATERA UTARA,RSU,C,Organisasi Sosial,94
1275702,RS Ibu dan Anak Sri Ratu,SUMATERA UTARA,RSIA,C,Organisasi Sosial,47
1275600,RS Umum Prima Husada Cipta Medan,SUMATERA UTARA,RSU,C,Perusahaan,77
1275590,RS Umum Bhakti,SUMATERA UTARA,RSU,C,Organisasi Sosial,26
1275516,RS Umum Mitra Medika,SUMATERA UTARA,RSU,C,Organisasi Sosial,122
1275276,RS Umum Vina Estetica,SUMATERA UTARA,RSU,C,Organisasi Sosial,95
1275265,RS Umum Sundari,SUMATERA UTARA,RSU,C,Organisasi Sosial,135
1275163,RS Umum Islam Malahayati,SUMATERA UTARA,RSU,C,Organisasi Sosial,119
1275141,RS AL Dr. Komang Makes Belawan,SUMATERA UTARA,RSU,C,TNI AL,46
1275130,RS Umum Materna,SUMATERA UTARA,RSU,C,Organisasi Sosial,56
1275126,RS Umum Methodist,SUMATERA UTARA,RSU,C,Organisasi Protestan,84
1275094,RS Umum Advent Medan,SUMATERA UTARA,RSU,C,Organisasi Sosial,124
1275050,RS Umum Deli,SUMATERA UTARA,RSU,C,Organisasi Sosial,56
1274056,RS Umum Herna,SUMATERA UTARA,RSU,C,Organisasi Sosial,74
1274034,RS Umum Sri Pamela,SUMATERA UTARA,RSU,C,BUMN,156
1273102,RS Umum Horas Insani,SUMATERA UTARA,RSU,C,Perusahaan,113
1273022,RS Tk. IV 01.07.01,SUMATERA UTARA,RSU,C,TNI AD,149
1272010,RS Umum Daerah Dr. Tengku Mansyur,SUMATERA UTARA,RSU,C,Pemkot,112
1216011,RS Umum Daerah Salak,SUMATERA UTARA,RSU,C,Pemkab,89
1213035,RS Umum Pertamina Pangkalan Brandan,SUMATERA UTARA,RSU,C,BUMN,115
1213024,RS Umum PTP II Tg Selamat,SUMATERA UTARA,RSU,C,BUMN,101
1213013,RS Umum Daerah Tanjung Pura,SUMATERA UTARA,RSU,C,Pemkab,113
1212136,RS Umum Sinar Husni,SUMATERA UTARA,RSU,C,Organisasi Sosial,92
1218125,RS Umum Daerah Sultan Sulaiman Syariful Alamsyah,SUMATERA UTARA,RSU,C,Pemkab,107
1212093,RS Umum Sari Mutiara Lubuk Pakam,SUMATERA UTARA,RSU,C,Organisasi Sosial,81
1212023,RS Umum Dr Gerhard L Tobing,SUMATERA UTARA,RSU,C,BUMN,87
1211092,RS Umum Ester,SUMATERA UTARA,RSU,C,Organisasi Sosial,40
1211011,RS Umum Daerah Kabanjahe,SUMATERA UTARA,RSU,C,Pemkab,122
1210010,RS Umum Daerah Sidikalang,SUMATERA UTARA,RSU,C,Pemkab,120
1209076,RS Umum Daerah Perdagangan,SUMATERA UTARA,RSU,C,Pemkab,49
1209021,RS Umum Laras Kabupaten Simalungun,SUMATERA UTARA,RSU,C,BUMN,97
1209010,RS Umum Balimbingan PTP 4,SUMATERA UTARA,RSU,C,BUMN,98
1208016,RS Umum Daerah H. Abdul Manan Simatupang,SUMATERA UTARA,RSU,C,Pemkab,171
1205061,RS Umum HKBP Balige,SUMATERA UTARA,RSU,C,Organisasi Protestan,134
1205046,RS Umum Daerah Porsea,SUMATERA UTARA,RSU,C,Pemkab,66
1205035,RS Umum Daerah Dolok Sanggul,SUMATERA UTARA,RSU,C,Pemkab,112
1205024,RS Umum Daerah Dr. Hadrianus Sinaga,SUMATERA UTARA,RSU,C,Pemkab,86
1204056,RS Umum Daerah Pandan,SUMATERA UTARA,RSU,C,Pemkab,103
1203055,RS Umum Daerah Sibuhuan,SUMATERA UTARA,RSU,C,Pemkab,78
1203044,RS Umum Daerah Gunung Tua,SUMATERA UTARA,RSU,C,Pemkab,95
1203033,RS Umum Daerah Tapanuli Selatan,SUMATERA UTARA,RSU,C,Pemkab,102
1203022,RS Umum Daerah Panyabungan,SUMATERA UTARA,RSU,C,Pemkab,116
1201016,RS Umum Daerah Gunungsitoli,SUMATERA UTARA,RSU,C,Pemkab,234
1117027,RS Ibu dan Anak Azalia,ACEH,RSIA,C,Perorangan,24
1174023,RS Ibu dan Anak ABBY,ACEH,RSIA,C,SWASTA/ LAINNYA,36
1174022,RS Umum Metro Medical Center,ACEH,RSU,C,SWASTA/ LAINNYA,66
1110104,RS Umum Jeumpa Hospital,ACEH,RSU,C,SWASTA/ LAINNYA,72
1104012,RS Umum Nurul Hasanah,ACEH,RSU,C,SWASTA/ LAINNYA,76
1171150,RS Umum Pertamedika Ummi Rosnati,ACEH,RSU,C,Perusahaan,138
1171146,RS Ibu dan Anak Cempaka Az Zahra Banda Aceh,ACEH,RSIA,C,Perusahaan,33
1118012,RS Umum Daerah Pidie Jaya,ACEH,RSU,C,Pemkab,10
1116011,RS Umum Daerah Teuku Umar Kabupaten Aceh Jaya,ACEH,RSU,C,Pemkab,75
1102027,RS Umum Daerah Kota Subulussalam,ACEH,RSU,C,Pemkot,96
1105078, RS Umum Graha Bunda ,ACEH,RSU,C,Organisasi Sosial,100
1105067,RS Umum Daerah Sultan Alaiddin Said Maulana Abdul,ACEH,RSU,C,Pemkab,107
1111018,RS Umum PMI Cabang Aceh Utara,ACEH,RSU,C,Organisasi Sosial,41
1172016,RS Umum Daerah Sabang,ACEH,RSU,C,Pemkot,62
1171106,RS Umum Teungku Fakinah,ACEH,RSU,C,Organisasi Sosial,104
1171096, RS Umum Harapan Bunda Banda Aceh,ACEH,RSU,C,Organisasi Sosial,116
1117025,RS Umum Daerah Muyang Kute Redelong Bener Meriah,ACEH,RSU,C,Pemkab,149
1115012,RS Umum Daerah Sultan Iskandar Muda Nagan Raya,ACEH,RSU,C,Pemkab,127
1114011, RS Umum Daerah Tamiang,ACEH,RSU,C,Pemkab,257
1113012,RS Umum Muhammad Ali Kasim,ACEH,RSU,C,Pemkab,62
1112011,RS Umum Daerah Teungku Peukan,ACEH,RSU,C,Pemkab,189
1174100, RS Tk. IV Lhokseumawe Aceh Utara,ACEH,RSU,C,TNI AD,111
1110086,RS Umum Bunda ,ACEH,RSU,C,Organisasi Sosial,89
1174064,RS Umum Yayasan Kasih Ibu,ACEH,RSU,C,Organisasi Sosial,92
1110053,RS Arun Lhokseumawe,ACEH,RSU,C,SWASTA/ LAINNYA,118
1108015,RS Umum Daerah Kabupaten Aceh Besar,ACEH,RSU,C,Pemkab,93
1105056, RS Umum Daerah dr. Zubir Mahmud,ACEH,RSU,C,Pemkab,141
1173023, RS Umum Cut Meutia,ACEH,RSU,C,BUMN,94
1104011,RS Umum Daerah H. Sahudin Kutacane,ACEH,RSU,C,Pemkab,162
1102016, RS Umum Daerah Aceh Singkil,ACEH,RSU,C,Pemkab,94
1101015,RS Umum Daerah Simeulue,ACEH,RSU,C,Pemkab,93
6471075,RS Siloam Hospitals Balikpapan,KALIMANTAN TIMUR,RSU,B,SWASTA/ LAINNYA,150
6474032,RS Umum Daerah Taman Husada,KALIMANTAN TIMUR,RSU,B,Pemkot,146
6472015,RS Umum Daerah Abdul Wahab Sjahranie,KALIMANTAN TIMUR,RSU,B,Pemprop,666
6471036,RS Tk.II Dr R Hardjanto,KALIMANTAN TIMUR,RSU,B,TNI AD,144
6471014, RS Umum Daerah Dr. Kanujoso Djatiwibowo,KALIMANTAN TIMUR,RSU,B,Pemprop,414
6404032,RS Umum Daerah Kudungga,KALIMANTAN TIMUR,RSU,B,Pemkab,153
6403015,RS Umum Daerah Aji Muhammad Parikesit,KALIMANTAN TIMUR,RSU,B,Pemkab,355
6303033,RS Umum Ciputra Mitra Hospital,KALIMANTAN SELATAN,RSU,B,Perusahaan,78
6371153,RS Khusus Gigi dan Mulut Gusti Hasan Aman,KALIMANTAN SELATAN,RSK GM,B,Pemprop,12
6371130,RS Khusus Bedah Banjarmasin Siaga,KALIMANTAN SELATAN,RSK BEDAH,B,SWASTA/ LAINNYA,31
6371072,RS Umum Daerah Dr. H. Moch. Ansari Saleh,KALIMANTAN SELATAN,RSU,B,Pemprop,295
6306011,RS Umum Daerah Brigjed H. Hasan Basry Kandangan,KALIMANTAN SELATAN,RSU,B,Pemkab,209
6303015,RS Umum Daerah Ratu Zalecha,KALIMANTAN SELATAN,RSU,B,Pemkab,235
6271012,RS Umum Daerah Dr Doris Sylvanus Palangka Raya,KALIMANTAN TENGAH,RSU,B,Pemprop,298
6202013, RS Umum Daerah Dr Murjani Sampit,KALIMANTAN TENGAH,RSU,B,Pemkab,244
6201012,RS Umum Daerah Sultan Imanuddin,KALIMANTAN TENGAH,RSU,B,Pemkab,213
6171044,RS Jiwa Daerah Sei Bangkong Pontianak,KALIMANTAN BARAT,RSK Jiwa,B,Pemprop,123
6171033,RS Umum St. Antonius Pontianak,KALIMANTAN BARAT,RSU,B,Organisasi Sosial,241
6171011,RS Umum Daerah Dr. Soedarso Pontianak,KALIMANTAN BARAT,RSU,B,Pemprop,341
6172066,RS Jiwa Provinsi Kalimantan Barat,KALIMANTAN BARAT,RSK Jiwa,B,Pemprop,534
6172011,RS Umum Daerah Dr. Abdul Aziz Singkawang,KALIMANTAN BARAT,RSU,B,Pemkot,237
5303028,RS Siloam Kupang,NUSA TENGGARA TIMUR,RSU,B,SWASTA/ LAINNYA,130
5371011, RS Umum Prof Dr WZ Johanes,NUSA TENGGARA TIMUR,RSU,B,Pemprop,213
5271087,RS Umum Daerah Kota Mataram,NUSA TENGGARA BARAT,RSU,B,Pemkot,249
5271054,RS Jiwa Mutiara Sukma,NUSA TENGGARA BARAT,RSK Jiwa,B,Pemprop,105
5271010,RS Umum Daerah NTB,NUSA TENGGARA BARAT,RSU,B,Pemprop,310
5171220,RS Umum Daerah Bali Mandara Provinsi Bali,BALI,RSU,B,Pemprop,180
5103035,RS Umum Siloam Bali,BALI,RSU,B,SWASTA/ LAINNYA,92
5103034,RS Khusus Bedah BIMC Nusa Dua,BALI,RSK BEDAH,B,SWASTA/ LAINNYA,35
5103032,RS Daerah Mangusada,BALI,RSU,B,Pemkab,212
5171181,RS Gigi dan Mulut Saraswati Denpasar,BALI,RSK GM,B,Organisasi Sosial,2
5171020,RS Umum Daerah Wangaya,BALI,RSU,B,Pemkot,180
5108016,RS Umum Daerah Kab. Buleleng,BALI,RSU,B,Pemkab,274
5106014,RS Umum Daerah Kabupaten Bangli,BALI,RSU,B,Pemkab,147
5105013,RS Umum Daerah Klungkung,BALI,RSU,B,Pemkab,107
5104012,RS Umum Daerah Sanjiwani Gianyar,BALI,RSU,B,Pemkab,118
5102010,RS Umum Daerah Tabanan,BALI,RSU,B,Pemkab,186
3674018,RS Pondok Indah Bintaro Jaya,BANTEN,RSU,B,SWASTA/ LAINNYA,88
3673004,RS Umum Daerah Banten,BANTEN,RSU,B,Pemprop,138
3603181,RS Bethsaida,BANTEN,RSU,B,Perusahaan,140
3603180,RS Ciputra ,BANTEN,RSU,B,Perusahaan,87
3671205,RS Sari Asih Ciledug,BANTEN,RSU,B,Perusahaan,111
3671203,RS Primaya,BANTEN,RSU,B,Perusahaan,180
3673036,RS Sari Asih Serang,BANTEN,RSU,B,Perusahaan,156
3674005,RS Sari Asih Ciputat,BANTEN,RSU,B,Perusahaan,155
3601010,RS Umum Daerah Berkah Pandeglang,BANTEN,RSU,B,Pemkab,226
3603157,RS Umum Daerah Balaraja,BANTEN,RSU,B,Pemkab,197
3674157,RS Medika BSD ,BANTEN,RSU,B,SWASTA/ LAINNYA,181
3672022,RS Umum Daerah Kota Cilegon,BANTEN,RSU,B,Pemkot,227
3672011,RS Krakatau Medika,BANTEN,RSU,B,BUMN,184
3674113, RS Eka,BANTEN,RSU,B,SWASTA/ LAINNYA,140
3674102,RS Premier Bintaro,BANTEN,RSU,B,SWASTA/ LAINNYA,179
3671080, RS  Mayapada,BANTEN,RSU,B,SWASTA/ LAINNYA,143
3671065,RS EMC Tangerang,BANTEN,RSU,B,SWASTA/ LAINNYA,139
3671054, RS Siloam Hospitals Lippo Village,BANTEN,RSU,B,SWASTA/ LAINNYA,403
3671043,RS Sari Asih Karawaci,BANTEN,RSU,B,SWASTA/ LAINNYA,125
3603010,RS Umum Daerah Kabupaten Tangerang,BANTEN,RSU,B,Pemkab,363
3604013,RS Umum Daerah dr. Drajat Prawiranegara ,BANTEN,RSU,B,Pemkab,363
3603115,RS Omni,BANTEN,RSU,B,SWASTA/ LAINNYA,145
3602011,RS Umum Daerah Dr. Adjidarmo,BANTEN,RSU,B,Pemkab,258
3573257,RSU Persada Hospital,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,120
3578786,RS Mata Masyarakat Jawa Timur,JAWA TIMUR,RSK Mata,B,Pemprop,40
3578781,RS Umum Royal Surabaya ,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,116
3578778,RS National Hospital,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,120
3578777,RS Universitas Airlangga ,JAWA TIMUR,RSU,B,Kementerian Lain,223
3515122,RSU Mitra Keluarga Waru,JAWA TIMUR,RSU,B,Perusahaan,109
3578772,RS Manyar Medical Centre,JAWA TIMUR,RSU,B,Perusahaan,52
3507096,RS Umum Wava Husada ,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,190
3578224,RS Umum Islam Surabaya Jemursari ,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,210
3578213,RS Umum Daerah Bhakti Dharma Husada,JAWA TIMUR,RSU,B,Pemkot,71
3578764,RS Bhayangkara TK II HS. Samsoeri Mertojoso,JAWA TIMUR,RSU,B,POLRI,175
3578731,RS Gigi dan Mulut Nala Husada,JAWA TIMUR,RSK GM,B,Organisasi Sosial,4
3578625,RS Gigi dan Mulut FKG Universitas Airlangga,JAWA TIMUR,RSK GM,B,Kementerian Lain,8
3578582,RS Umum  Mitra Keluarga Surabaya,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,118
3578571,RS Umum Daerah dr. Mohamad Soewandhie,JAWA TIMUR,RSU,B,Pemkot,287
3578560,RS Husada Utama Surabaya,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,174
3578556,RS Premier Surabaya,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,131
3578523,RS Umum Haji Surabaya,JAWA TIMUR,RSU,B,Pemprop,251
3578443,RS Umum Siloam Hospitals Surabaya,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,131
3578202,RS Mata Undaan,JAWA TIMUR,RSK Mata,B,Organisasi Sosial,51
3578111,RS Islam Surabaya,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,160
3578086,RS Primasatya Husada Citra (PHC) Surabaya,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,106
3578064,RS Adi Husada Undaan,JAWA TIMUR,RSU,B,SWASTA/ LAINNYA,216
3578042,RS Umum Katholik Surabaya,JAWA TIMUR,RSU,B,Organisasi Katholik,273
3577015,RS Umum Daerah Dr. Soedono Madiun,JAWA TIMUR,RSU,B,Pemprop,273
3576014,RS Umum Dr. Wahidin Sudiro Husodo Kota Mojokerto,JAWA TIMUR,RSU,B,Pemkot,188
